;Talhao;Plantio;IdParcela;AreaParc;DataPlantio;DataColeta;Linha;Arvore;Fuste;Cap;Ht;Categoria1;CoordenadaX;CoordenadaY;DAP;lnHt;1/dap;Label;Hest
1359;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;6;3;1;55.8;25.8;NORMAL;-5397765001;-2051079579;17.76169165;3.250374492;0.056300944;3.283847672;25.80
1360;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;6;4;1;55.1;;NORMAL;-5397765001;-2051079579;17.53887473;;0.057016201;3.268271639;26.27
1361;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;6;5;1;51.3;;NORMAL;-5397765001;-2051079579;16.32929716;;0.061239623;3.272612369;26.38
1362;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;6;6;1;56.7;;NORMAL;-5397765001;-2051079579;18.04817055;;0.055407278;3.299868756;27.11
1363;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;7;1;1;53;;NORMAL;-5397765001;-2051079579;16.87042397;;0.059275333;3.248656691;25.76
1364;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;7;2;1;51.8;;NORMAL;-5397765001;-2051079579;16.4884521;;0.060648507;3.264721252;26.17
1365;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;7;3;1;56.9;;NORMAL;-5397765001;-2051079579;18.11183252;;0.055212525;3.300301989;27.12
1366;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;7;4;1;57.7;28.9;DOMINANTE;-5397765001;-2051079579;18.36648043;3.363841595;0.054447013;3.326180078;28.90
1367;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;1;1;1;50.9;;NORMAL;-5397565813;-205073792;16.20197321;;0.061720877;3.266720964;26.23
1368;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;1;2;1;45.7;;NORMAL;-5397565813;-205073792;14.5467618;;0.068743822;3.285414032;26.72
1369;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;1;3;1;44.3;;NORMAL;-5397565813;-205073792;14.10112796;;0.070916313;3.290740315;26.86
1370;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;1;4;1;45.1;;NORMAL;-5397565813;-205073792;14.35577587;;0.069658374;3.27447116;26.43
1371;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;2;1;1;50.1;;NORMAL;-5397565813;-205073792;15.9473253;;0.06270644;3.275629527;26.46
1372;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;2;2;1;39.7;;NORMAL;-5397565813;-205073792;12.63690248;;0.079133316;3.266877557;26.23
1373;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;2;3;1;50.1;;NORMAL;-5397565813;-205073792;15.9473253;;0.06270644;3.275629527;26.46
1374;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;2;4;1;54.4;26.8;DOMINANTE;-5397565813;-205073792;17.31605781;3.288401888;0.057749865;3.288136925;26.80
1375;T-8;P-8;IFC_12_028;400;01/06/2010;26/09/2018;4;6;1;57.9;26.6;DOMINANTE;-5397765001;-2051079579;18.43014241;3.280911216;0.05425894;3.326169033;26.60
1376;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;6;5;1;48.3;;NORMAL;-5397565813;-205073792;15.3743675;;0.065043326;3.283912474;26.68
1377;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;3;3;1;50.9;;NORMAL;-5397123048;-2050665568;16.20197321;;0.061720877;3.320236144;27.67
1378;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;3;1;1;48.8;;NORMAL;-5397123048;-2050665568;15.53352245;;0.064376899;3.314940082;27.52
1379;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;3;1;47.9;28.4;NORMAL;-5397892338;-2051637918;15.24704355;3.346389145;0.065586485;3.320938702;28.40
1380;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;4;1;51.3;28;NORMAL;-5397892338;-2051637918;16.32929716;3.33220451;0.061239623;3.331647678;28.00
1381;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;5;1;51.8;25.8;NORMAL;-5397892338;-2051637918;16.4884521;3.250374492;0.060648507;3.298280996;25.80
1382;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;6;1;41.8;23.3;NORMAL;-5397892338;-2051637918;13.30535324;3.148453361;0.075157719;3.217908338;23.30
1383;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;7;1;43.3;27.8;NORMAL;-5397892338;-2051637918;13.78281807;3.325036021;0.072554103;3.297286898;27.80
1384;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;8;1;51.4;27.3;NORMAL;-5397892338;-2051637918;16.36112815;3.306886702;0.06112048;3.307806681;27.30
1385;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;6;1;1;47.3;;NORMAL;-5397892338;-2051637918;15.05605762;;0.066418449;3.342174608;28.28
1386;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;6;2;1;44.8;;NORMAL;-5397892338;-2051637918;14.2602829;;0.070124836;3.304211541;27.23
1387;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;6;3;1;44.6;;NORMAL;-5397892338;-2051637918;14.19662092;;0.070439297;3.303898197;27.22
1388;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;6;4;1;43.9;;NORMAL;-5397892338;-2051637918;13.973804;;0.071562475;3.295340446;26.99
1389;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;2;1;44.8;27;NORMAL;-5397892338;-2051637918;14.2602829;3.295836866;0.070124836;3.304211541;27.00
1390;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;6;5;1;48.8;;NORMAL;-5397892338;-2051637918;15.53352245;;0.064376899;3.323744179;27.76
1391;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;7;1;1;56.7;29.1;DOMINANTE;-5397892338;-2051637918;18.04817055;3.370738174;0.055407278;3.343483889;29.10
1392;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;7;2;1;48.5;;NORMAL;-5397892338;-2051637918;15.43802948;;0.064775106;3.307268275;27.31
1393;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;7;3;1;53.5;29.7;DOMINANTE;-5397892338;-2051637918;17.02957891;3.391147046;0.058721358;3.347320794;29.70
1394;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;7;4;1;55.5;28.6;DOMINANTE;-5397892338;-2051637918;17.66619868;3.353406718;0.056605273;3.338225922;28.60
1395;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;1;1;1;55.1;;NORMAL;-5397843354;-2051519347;17.53887473;;0.057016201;3.342602168;28.29
1396;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;1;2;1;54.3;;NORMAL;-5397843354;-2051519347;17.28422682;;0.057856218;3.360165739;28.79
1397;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;1;3;1;46.7;;NORMAL;-5397843354;-2051519347;14.86507168;;0.067271791;3.340049137;28.22
1398;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;1;4;1;59.9;28.6;DOMINANTE;-5397843354;-2051519347;19.06676218;3.353406718;0.05244729;3.37033309;28.60
1399;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;1;1;48.8;;NORMAL;-5397843354;-2051519347;15.53352245;;0.064376899;3.31422454;27.50
1400;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;2;1;42.3;;NORMAL;-5397843354;-2051519347;13.46450819;;0.07426933;3.272192116;26.37
1401;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;6;6;1;38.8;;NORMAL;-5397892338;-2051637918;12.35042358;;0.080968883;3.169032299;23.78
1402;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;5;1;1;48.9;28;NORMAL;-5397892338;-2051637918;15.56535343;3.33220451;0.064245249;3.323744179;28.00
1403;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;8;1;48.5;27.1;NORMAL;-5397892338;-2051637918;15.43802948;3.299533728;0.064775106;3.307268275;27.10
1404;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;7;1;40;24;NORMAL;-5397892338;-2051637918;12.73239545;3.17805383;0.078539816;3.207928982;24.00
1405;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;1;2;1;43.5;;NORMAL;-5397892338;-2051637918;13.84648005;;0.072220521;3.297794941;27.05
1406;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;1;3;1;44.9;;NORMAL;-5397892338;-2051637918;14.29211389;;0.069968656;3.304211541;27.23
1407;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;1;4;1;45.7;;NORMAL;-5397892338;-2051637918;14.5467618;;0.068743822;3.331325556;27.98
1408;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;2;1;1;43.9;;NORMAL;-5397892338;-2051637918;13.973804;;0.071562475;3.295340446;26.99
1409;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;2;2;1;42.8;;NORMAL;-5397892338;-2051637918;13.62366313;;0.073401698;3.276175909;26.47
1410;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;2;3;1;46.9;;NORMAL;-5397892338;-2051637918;14.92873366;;0.066984918;3.341567016;28.26
1411;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;2;4;1;45.7;;NORMAL;-5397892338;-2051637918;14.5467618;;0.068743822;3.331325556;27.98
1412;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;2;5;1;49.7;;NORMAL;-5397892338;-2051637918;15.82000134;;0.06321112;3.329211201;27.92
1413;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;2;6;1;46.8;;NORMAL;-5397892338;-2051637918;14.89690267;;0.067128048;3.341567016;28.26
1415;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;3;2;1;46.9;;NORMAL;-5397892338;-2051637918;14.92873366;;0.066984918;3.341567016;28.26
1417;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;3;4;1;48.5;;NORMAL;-5397892338;-2051637918;15.43802948;;0.064775106;3.307268275;27.31
1418;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;3;5;1;51.8;;NORMAL;-5397892338;-2051637918;16.4884521;;0.060648507;3.298280996;27.07
1419;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;3;6;1;37.9;;NORMAL;-5397892338;-2051637918;12.06394469;;0.082891627;3.169326428;23.79
1420;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;3;7;1;35.5;;NORMAL;-5397892338;-2051637918;11.30000096;;0.088495568;3.121828294;22.69
1421;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;3;8;1;49.9;;NORMAL;-5397892338;-2051637918;15.88366332;;0.062957769;3.330937514;27.96
1422;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;1;1;52.5;27;NORMAL;-5397892338;-2051637918;16.71126902;3.295836866;0.05983986;3.310646956;27.00
1424;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;3;1;49.5;27.1;NORMAL;-5397892338;-2051637918;15.75633937;3.299533728;0.063466518;3.321170399;27.10
1425;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;4;1;48.3;27;NORMAL;-5397892338;-2051637918;15.3743675;3.295836866;0.065043326;3.299546127;27.00
1426;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;5;1;58.6;29.2;DOMINANTE;-5397892338;-2051637918;18.65295933;3.374168709;0.053610796;3.387045866;29.20
1427;T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;4;6;1;49.6;28.8;NORMAL;-5397892338;-2051637918;15.78817035;3.360375387;0.063338562;3.329429509;28.80
1428;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;3;1;43.8;;NORMAL;-5397843354;-2051519347;13.94197301;;0.07172586;3.294838187;26.97
1429;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;3;2;1;44.3;;NORMAL;-5397123048;-2050665568;14.10112796;;0.070916313;3.225456245;25.17
1430;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;4;1;54.1;;NORMAL;-5397843354;-2051519347;17.22056484;;0.058070105;3.357291399;28.71
1431;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;6;1;57.9;29.1;DOMINANTE;-5397843354;-2051519347;18.43014241;3.370738174;0.05425894;3.342816915;29.10
1432;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;3;1;41.3;;NORMAL;-5397843354;-2051519347;13.1461983;;0.076067619;3.216236044;24.93
1433;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;4;1;52.9;;NORMAL;-5397843354;-2051519347;16.83859298;;0.059387385;3.328629193;27.90
1434;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;5;1;56.9;;NORMAL;-5397843354;-2051519347;18.11183252;;0.055212525;3.337032943;28.14
1435;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;6;1;48.9;;NORMAL;-5397843354;-2051519347;15.56535343;;0.064245249;3.31422454;27.50
1436;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;7;1;49.9;;NORMAL;-5397843354;-2051519347;15.88366332;;0.062957769;3.323337863;27.75
1437;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;7;1;1;51.9;;NORMAL;-5397843354;-2051519347;16.52028309;;0.06053165;3.325469063;27.81
1438;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;7;2;1;55.3;;NORMAL;-5397843354;-2051519347;17.60253671;;0.056809994;3.342360332;28.29
1439;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;7;3;1;46.7;;NORMAL;-5397843354;-2051519347;14.86507168;;0.067271791;3.340049137;28.22
1440;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;7;4;1;51.9;;NORMAL;-5397843354;-2051519347;16.52028309;;0.06053165;3.325469063;27.81
1441;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;7;5;1;46.7;;NORMAL;-5397843354;-2051519347;14.86507168;;0.067271791;3.340049137;28.22
1442;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;2;1;57.3;;NORMAL;-5397843354;-2051519347;18.23915648;;0.054827097;3.335588686;28.09
1443;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;1;1;1;41.3;;NORMAL;-5397123048;-2050665568;13.1461983;;0.076067619;3.210102605;24.78
1444;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;1;3;1;41.4;;NORMAL;-5397123048;-2050665568;13.17802929;;0.075883881;3.212073959;24.83
1445;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;1;4;1;53.1;;NORMAL;-5397123048;-2050665568;16.90225496;;0.059163703;3.326002731;27.83
1446;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;1;5;1;49.8;;NORMAL;-5397123048;-2050665568;15.85183233;;0.06308419;3.318508254;27.62
1447;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;1;1;53.3;;NORMAL;-5397123048;-2050665568;16.96591693;;0.058941701;3.325997326;27.83
1448;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;2;1;54.4;;NORMAL;-5397123048;-2050665568;17.31605781;;0.057749865;3.342058357;28.28
1449;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;3;1;44.3;;NORMAL;-5397123048;-2050665568;14.10112796;;0.070916313;3.225456245;25.17
1450;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;4;1;50.1;;NORMAL;-5397123048;-2050665568;15.9473253;;0.06270644;3.319067605;27.63
1451;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;5;1;44.9;;NORMAL;-5397123048;-2050665568;14.29211389;;0.069968656;3.240251181;25.54
1452;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;6;1;54.1;;NORMAL;-5397123048;-2050665568;17.22056484;;0.058070105;3.340635995;28.24
1453;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;2;7;1;49.5;;NORMAL;-5397123048;-2050665568;15.75633937;;0.063466518;3.314664446;27.51
1454;T-8;P-8;IFC_12_027;400;01/06/2010;26/09/2018;1;2;1;40.2;;NORMAL;-5397123048;-2050665568;12.79605742;;0.078149071;3.191032818;24.31
1455;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;6;1;1;50.9;;NORMAL;-5397843354;-2051519347;16.20197321;;0.061720877;3.327162829;27.86
1456;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;8;1;51.9;28.7;NORMAL;-5397843354;-2051519347;16.52028309;3.356897123;0.06053165;3.325469063;28.70
1457;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;7;1;44.7;27.2;NORMAL;-5397843354;-2051519347;14.22845191;3.303216973;0.070281715;3.301268741;27.20
1458;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;7;1;46.8;;NORMAL;-5397843354;-2051519347;14.89690267;;0.067128048;3.338808141;28.19
1459;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;3;1;1;57.1;;NORMAL;-5397843354;-2051519347;18.1754945;;0.055019136;3.334761431;28.07
1462;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;3;4;1;59.3;28.9;DOMINANTE;-5397843354;-2051519347;18.87577625;3.363841595;0.052977954;3.36359871;28.90
1463;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;3;5;1;46.7;;TORTUOSA;-5397843354;-2051519347;14.86507168;;0.067271791;3.340049137;28.22
1464;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;3;6;1;43.6;;NORMAL;-5397843354;-2051519347;13.87831104;;0.072054877;3.297083135;27.03
1465;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;3;7;1;52.9;;NORMAL;-5397843354;-2051519347;16.83859298;;0.059387385;3.328629193;27.90
1466;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;3;8;1;49.3;;NORMAL;-5397843354;-2051519347;15.69267739;;0.063723989;3.314392064;27.51
1467;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;1;1;51.8;24.4;NORMAL;-5397843354;-2051519347;16.4884521;3.194583132;0.060648507;3.313197022;24.40
1468;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;2;1;49.8;27.4;NORMAL;-5397843354;-2051519347;15.85183233;3.310543013;0.06308419;3.32321655;27.40
1469;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;3;1;54.7;29.5;NORMAL;-5397843354;-2051519347;17.41155077;3.384390263;0.057433138;3.358927744;29.50
1470;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;4;1;51.6;29;NORMAL;-5397843354;-2051519347;16.42479013;3.36729583;0.060883579;3.326644623;29.00
1471;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;5;1;58.7;31;DOMINANTE;-5397843354;-2051519347;18.68479032;3.433987204;0.053519466;3.388543116;31.00
1472;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;6;1;30.6;17.4;NORMAL;-5397843354;-2051519347;9.740282517;2.856470206;0.102666427;2.995482674;17.40
1474;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;4;8;1;57.1;26.9;NORMAL;-5397843354;-2051519347;18.1754945;3.292126287;0.055019136;3.334761431;26.90
1475;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;1;1;21.2;36;NORMAL;-5397843354;-2051519347;6.748169587;3.583518938;0.148188333;2.995482674;36.00
1476;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;2;1;53.9;29.1;NORMAL;-5397843354;-2051519347;17.15690287;3.370738174;0.058285578;3.357154343;29.10
1477;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;3;1;43.7;26.9;NORMAL;-5397843354;-2051519347;13.91014203;3.292126287;0.071889992;3.297083135;26.90
1478;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;4;1;53.6;28.9;NORMAL;-5397843354;-2051519347;17.0614099;3.363841595;0.058611803;3.349976956;28.90
1479;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;5;1;38.4;23.9;NORMAL;-5397843354;-2051519347;12.22309963;3.173878459;0.081812309;3.170496923;23.90
1480;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;5;6;1;31.3;16.3;NORMAL;-5397843354;-2051519347;9.963099438;2.791165108;0.100370372;2.995482674;16.30
1481;T-9A;P-9A;IFC_12_026;400;01/07/2010;26/09/2018;2;5;1;44.9;;NORMAL;-5397843354;-2051519347;14.29211389;;0.069968656;3.301582085;27.16
1482;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;6;6;1;49.5;;NORMAL;-5397565813;-205073792;15.75633937;;0.063466518;3.275306351;26.45
1483;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;7;1;1;42;;NORMAL;-5397565813;-205073792;13.36901522;;0.074799825;3.270501371;26.32
1484;T-8;P-8;IFC_12_029;400;01/06/2010;26/09/2018;7;2;1;47.9;;NORMAL;-5397565813;-205073792;15.24704355;;0.065586485;3.283912474;26.68
1485;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;1;1;1;53.1;;NORMAL;-5397765369;-205216717;16.90225496;;0.059163703;3.400459533;29.98
1486;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;1;2;1;41.1;;NORMAL;-5397765369;-205216717;13.08253632;;0.076437777;3.29553509;26.99
1487;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;1;3;1;48.5;;NORMAL;-5397765369;-205216717;15.43802948;;0.064775106;3.355735089;28.67
1488;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;1;4;1;42.3;;NORMAL;-5397765369;-205216717;13.46450819;;0.07426933;3.296002065;27.00
1489;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;2;1;1;51.1;;NORMAL;-5397765369;-205216717;16.26563518;;0.061479308;3.370748428;29.10
1490;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;2;2;1;56.5;;NORMAL;-5397765369;-205216717;17.98450857;;0.05560341;3.366265411;28.97
1491;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;2;3;1;55.3;;NORMAL;-5397765369;-205216717;17.60253671;;0.056809994;3.375819679;29.25
1492;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;2;4;1;52.4;;NORMAL;-5397765369;-205216717;16.67943804;;0.059954058;3.400494729;29.98
1493;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;2;5;1;52.9;;NORMAL;-5397765369;-205216717;16.83859298;;0.059387385;3.400208212;29.97
1494;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;2;6;1;49.9;;NORMAL;-5397765369;-205216717;15.88366332;;0.062957769;3.35132899;28.54
1495;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;7;4;1;47.2;;NORMAL;-5397368034;-2050822691;15.02422663;;0.066559166;3.219675261;25.02
1496;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;3;1;1;51.9;;NORMAL;-5397765369;-205216717;16.52028309;;0.06053165;3.400498752;29.98
1497;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;3;3;1;44.5;;NORMAL;-5397765369;-205216717;14.16478994;;0.070597588;3.316897578;27.57
1498;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;3;4;1;43.9;;NORMAL;-5397765369;-205216717;13.973804;;0.071562475;3.334005511;28.05
1499;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;3;5;1;49.5;;NORMAL;-5397765369;-205216717;15.75633937;;0.063466518;3.35226916;28.57
1500;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;3;6;1;47.8;;NORMAL;-5397765369;-205216717;15.21521256;;0.065723696;3.349498304;28.49
1501;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;4;1;1;57.5;26.2;DOMINANTE;-5397765369;-205216717;18.30281846;3.265759411;0.054636394;3.359989716;26.20
1502;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;4;2;1;49.9;26.5;NORMAL;-5397765369;-205216717;15.88366332;3.277144733;0.062957769;3.35132899;26.50
1503;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;4;3;1;51.1;29.3;NORMAL;-5397765369;-205216717;16.26563518;3.377587516;0.061479308;3.370748428;29.30
1504;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;4;4;1;46.5;28.2;NORMAL;-5397765369;-205216717;14.80140971;3.339321978;0.067561132;3.339440618;28.20
1505;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;4;5;1;57.8;30.2;DOMINANTE;-5397765369;-205216717;18.39831142;3.407841924;0.054352814;3.394824896;30.20
1506;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;4;6;1;55.5;29.4;NORMAL;-5397765369;-205216717;17.66619868;3.380994674;0.056605273;3.372879599;29.40
1507;T-9A;P-9A;IFC_12_034;400;01/07/2010;26/09/2018;3;2;1;55.1;;NORMAL;-5397765369;-205216717;17.53887473;;0.057016201;3.375819679;29.25
1508;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;7;3;1;46.5;;NORMAL;-5397368034;-2050822691;14.80140971;;0.067561132;3.21517203;24.91
1509;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;7;2;1;49;;NORMAL;-5397368034;-2050822691;15.59718442;;0.064114136;3.265511815;26.19
1510;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;7;1;1;49.8;;NORMAL;-5397368034;-2050822691;15.85183233;;0.06308419;3.27241949;26.38
1511;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;3;6;1;55.6;28.9;DOMINANTE;-5397368034;-2050822691;17.69802967;3.363841595;0.056503465;3.317253277;28.90
1512;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;3;7;1;50;;NORMAL;-5397368034;-2050822691;15.91549431;;0.062831853;3.293699409;26.94
1513;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;4;1;1;55.9;26.8;DOMINANTE;-5397368034;-2050822691;17.79352264;3.288401888;0.056200226;3.313239242;26.80
1514;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;4;2;1;55.6;27.2;DOMINANTE;-5397368034;-2050822691;17.69802967;3.303216973;0.056503465;3.317253277;27.20
1515;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;4;3;1;54.8;27.3;NORMAL;-5397368034;-2050822691;17.44338176;3.306886702;0.057328333;3.308742015;27.30
1516;T-8;P-8;IFC_12_033;400;01/06/2010;26/09/2018;4;4;1;52;27.4;NORMAL;-5397368034;-2050822691;16.55211408;3.310543013;0.060415243;3.297806248;27.40
